idsales,sales_idcust,sales_idvariant,sales_mililiter,sales_totalml,sales_idbotol,sales_hargavariant,sales_hargabotol,sales_hargatotal,sales_diskon,sales_hargadiskon,sales_date,sales_author,sales_status
100,52,140,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",1
101,52,153,1.2500000000000000e+01,2.5000000000000000e+01,52,2.5000000000000000e+03,0.0000000000000000e+00,3.1250000000000000e+04,2.0000000000000000e+01,2.5000000000000000e+04,"2007-03-28","admin",1
102,52,91,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-28","admin",1
103,53,136,2.1000000000000000e+01,3.5000000000000000e+01,58,2.0000000000000000e+03,6.0000000000000000e+03,4.8000000000000000e+04,2.0000000000000000e+01,3.8400000000000000e+04,"2007-03-28","admin",1
104,54,111,3.0000000000000000e+00,5.0000000000000000e+00,46,2.0000000000000000e+03,0.0000000000000000e+00,6.0000000000000000e+03,2.0000000000000000e+01,4.8000000000000000e+03,"2007-03-28","admin",1
105,55,154,5.0000000000000000e+00,1.0000000000000000e+01,46,3.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",1
106,56,146,3.0000000000000000e+01,6.0000000000000000e+01,53,2.0000000000000000e+03,0.0000000000000000e+00,6.0000000000000000e+04,2.0000000000000000e+01,4.8000000000000000e+04,"2007-03-28","admin",1
107,57,130,6.0000000000000000e+00,7.0000000000000000e+00,46,2.0000000000000000e+03,0.0000000000000000e+00,1.2000000000000000e+04,2.0000000000000000e+01,9.6000000000000000e+03,"2007-03-28","admin",0
108,57,130,6.0000000000000000e+00,7.0000000000000000e+00,46,2.0000000000000000e+03,0.0000000000000000e+00,1.2000000000000000e+04,2.0000000000000000e+01,9.6000000000000000e+03,"2007-03-28","admin",0
109,58,109,3.6000000000000000e+01,6.0000000000000000e+01,53,2.0000000000000000e+03,0.0000000000000000e+00,7.2000000000000000e+04,2.0000000000000000e+01,5.7600000000000000e+04,"2007-03-28","admin",1
110,58,72,1.5000000000000000e+01,2.5000000000000000e+01,52,2.5000000000000000e+03,0.0000000000000000e+00,3.7500000000000000e+04,0.0000000000000000e+00,3.7500000000000000e+04,"2007-03-28","admin",1
111,58,140,2.2000000000000000e+01,3.5000000000000000e+01,56,2.0000000000000000e+03,6.0000000000000000e+03,5.0000000000000000e+04,0.0000000000000000e+00,5.0000000000000000e+04,"2007-03-28","admin",1
112,58,146,2.2000000000000000e+01,3.5000000000000000e+01,56,2.0000000000000000e+03,6.0000000000000000e+03,5.0000000000000000e+04,0.0000000000000000e+00,5.0000000000000000e+04,"2007-03-28","admin",1
113,59,125,5.0000000000000000e+00,5.0000000000000000e+00,46,2.0000000000000000e+03,0.0000000000000000e+00,1.0000000000000000e+04,2.0000000000000000e+01,8.0000000000000000e+03,"2007-03-28","admin",1
114,60,40,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-28","admin",1
115,60,72,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-28","admin",1
116,60,81,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",1
117,60,60,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",1
118,60,109,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",1
119,60,95,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-28","admin",1
120,60,95,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-28","admin",1
121,60,95,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,0.0000000000000000e+00,1.7500000000000000e+04,"2007-03-28","admin",1
122,60,57,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-28","admin",1
123,60,146,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-28","admin",1
124,60,95,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,0.0000000000000000e+00,1.7500000000000000e+04,"2007-03-28","admin",1
125,60,82,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-28","admin",1
126,61,146,1.2500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.5000000000000000e+04,2.0000000000000000e+01,2.0000000000000000e+04,"2007-03-28","admin",1
127,62,130,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",0
128,62,130,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,2.0000000000000000e+01,2.4000000000000000e+04,"2007-03-28","admin",0
129,62,90,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,0.0000000000000000e+00,3.0000000000000000e+04,"2007-03-28","admin",1
131,63,43,1.7500000000000000e+01,3.5000000000000000e+01,46,2.5000000000000000e+03,0.0000000000000000e+00,4.3750000000000000e+04,0.0000000000000000e+00,4.3750000000000000e+04,"2007-03-28","admin",1
132,64,125,1.2500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.5000000000000000e+04,2.0000000000000000e+01,2.0000000000000000e+04,"2007-03-28","admin",1
133,64,125,1.2500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.5000000000000000e+04,2.0000000000000000e+01,2.0000000000000000e+04,"2007-03-28","admin",1
134,64,90,1.2500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.5000000000000000e+04,2.0000000000000000e+01,2.0000000000000000e+04,"2007-03-28","admin",1
135,64,155,1.2500000000000000e+01,2.5000000000000000e+01,52,3.0000000000000000e+03,0.0000000000000000e+00,3.7500000000000000e+04,2.0000000000000000e+01,3.0000000000000000e+04,"2007-03-28","admin",1
136,64,155,1.2500000000000000e+01,2.5000000000000000e+01,52,3.0000000000000000e+03,0.0000000000000000e+00,3.7500000000000000e+04,2.0000000000000000e+01,3.0000000000000000e+04,"2007-03-28","admin",1
137,64,72,1.2500000000000000e+01,2.5000000000000000e+01,52,2.5000000000000000e+03,0.0000000000000000e+00,3.1250000000000000e+04,2.0000000000000000e+01,2.5000000000000000e+04,"2007-03-28","admin",1
138,64,72,1.2500000000000000e+01,2.5000000000000000e+01,52,2.5000000000000000e+03,0.0000000000000000e+00,3.1250000000000000e+04,2.0000000000000000e+01,2.5000000000000000e+04,"2007-03-28","admin",1
139,64,95,1.2500000000000000e+01,2.5000000000000000e+01,52,2.5000000000000000e+03,0.0000000000000000e+00,3.1250000000000000e+04,2.0000000000000000e+01,2.5000000000000000e+04,"2007-03-28","admin",1
140,64,81,1.2500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.5000000000000000e+04,2.0000000000000000e+01,2.0000000000000000e+04,"2007-03-28","admin",1
141,64,81,1.2500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.5000000000000000e+04,2.0000000000000000e+01,2.0000000000000000e+04,"2007-03-28","admin",1
142,64,64,1.2500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.5000000000000000e+04,2.0000000000000000e+01,2.0000000000000000e+04,"2007-03-28","admin",1
143,65,130,3.0000000000000000e+01,6.0000000000000000e+01,53,2.0000000000000000e+03,0.0000000000000000e+00,6.0000000000000000e+04,2.0000000000000000e+01,4.8000000000000000e+04,"2007-03-28","admin",1
144,65,153,1.2500000000000000e+01,2.5000000000000000e+01,52,2.5000000000000000e+03,0.0000000000000000e+00,3.1250000000000000e+04,2.0000000000000000e+01,2.5000000000000000e+04,"2007-03-28","admin",1
145,66,146,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",1
146,66,116,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,0.0000000000000000e+00,1.7500000000000000e+04,"2007-03-28","admin",1
147,67,147,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",1
148,67,109,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",1
149,67,147,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-28","admin",1
150,68,116,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-28","admin",1
153,68,116,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,0.0000000000000000e+00,1.7500000000000000e+04,"2007-03-28","admin",1
154,69,125,2.5000000000000000e+01,5.0000000000000000e+01,46,2.0000000000000000e+03,0.0000000000000000e+00,5.0000000000000000e+04,2.0000000000000000e+01,4.0000000000000000e+04,"2007-03-28","admin",1
155,69,125,1.0000000000000000e+01,2.5000000000000000e+01,46,2.0000000000000000e+03,0.0000000000000000e+00,2.0000000000000000e+04,0.0000000000000000e+00,2.0000000000000000e+04,"2007-03-28","admin",1
156,69,125,1.0000000000000000e+01,2.5000000000000000e+01,46,2.0000000000000000e+03,0.0000000000000000e+00,2.0000000000000000e+04,0.0000000000000000e+00,2.0000000000000000e+04,"2007-03-28","admin",1
157,70,50,1.2000000000000000e+01,2.0000000000000000e+01,46,2.0000000000000000e+03,0.0000000000000000e+00,2.4000000000000000e+04,2.0000000000000000e+01,1.9200000000000000e+04,"2007-03-28","admin",1
158,70,155,1.0000000000000000e+01,2.0000000000000000e+01,46,3.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,2.0000000000000000e+01,2.4000000000000000e+04,"2007-03-28","admin",1
159,70,146,7.5000000000000000e+00,1.0000000000000000e+01,46,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",1
160,70,146,2.4000000000000000e+01,4.0000000000000000e+01,46,2.0000000000000000e+03,0.0000000000000000e+00,4.8000000000000000e+04,0.0000000000000000e+00,4.8000000000000000e+04,"2007-03-28","admin",1
161,71,130,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",0
162,71,130,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-28","admin",0
163,72,109,1.2500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.5000000000000000e+04,2.0000000000000000e+01,2.0000000000000000e+04,"2007-03-28","admin",1
164,73,130,2.1000000000000000e+01,3.5000000000000000e+01,56,2.0000000000000000e+03,6.0000000000000000e+03,4.8000000000000000e+04,0.0000000000000000e+00,4.8000000000000000e+04,"2007-03-28","admin",0
165,73,146,2.1000000000000000e+01,3.5000000000000000e+01,56,2.0000000000000000e+03,6.0000000000000000e+03,4.8000000000000000e+04,0.0000000000000000e+00,4.8000000000000000e+04,"2007-03-28","admin",1
166,74,95,2.5000000000000000e+01,3.5000000000000000e+01,56,2.5000000000000000e+03,6.0000000000000000e+03,6.8500000000000000e+04,0.0000000000000000e+00,6.8500000000000000e+04,"2007-03-28","admin",1
167,75,90,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-28","admin",1
168,76,130,1.7500000000000000e+01,3.5000000000000000e+01,58,2.0000000000000000e+03,6.0000000000000000e+03,4.1000000000000000e+04,0.0000000000000000e+00,4.1000000000000000e+04,"2007-03-28","admin",0
169,76,130,1.7500000000000000e+01,3.5000000000000000e+01,58,2.0000000000000000e+03,6.0000000000000000e+03,4.1000000000000000e+04,0.0000000000000000e+00,4.1000000000000000e+04,"2007-03-28","admin",0
170,77,130,1.7500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.5000000000000000e+04,0.0000000000000000e+00,3.5000000000000000e+04,"2007-03-28","admin",0
171,78,71,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-28","admin",1
172,78,42,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,0.0000000000000000e+00,1.7500000000000000e+04,"2007-03-28","admin",1
173,79,111,1.2500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.5000000000000000e+04,0.0000000000000000e+00,2.5000000000000000e+04,"2007-03-28","admin",1
174,79,127,1.2500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.5000000000000000e+04,0.0000000000000000e+00,2.5000000000000000e+04,"2007-03-28","admin",1
175,80,60,1.2500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.5000000000000000e+04,2.0000000000000000e+01,2.0000000000000000e+04,"2007-03-28","admin",1
176,80,72,1.2500000000000000e+01,2.5000000000000000e+01,52,2.5000000000000000e+03,0.0000000000000000e+00,3.1250000000000000e+04,2.0000000000000000e+01,2.5000000000000000e+04,"2007-03-28","admin",1
178,80,60,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,0.0000000000000000e+00,3.0000000000000000e+04,"2007-03-28","admin",1
179,81,60,3.5000000000000000e+01,6.0000000000000000e+01,53,2.0000000000000000e+03,0.0000000000000000e+00,7.0000000000000000e+04,1.0000000000000000e+01,6.3000000000000000e+04,"2007-03-28","admin",1
180,82,101,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",1
181,82,101,4.0000000000000000e+00,1.0000000000000000e+01,46,2.0000000000000000e+03,0.0000000000000000e+00,8.0000000000000000e+03,2.0000000000000000e+01,6.4000000000000000e+03,"2007-03-28","admin",1
182,83,130,6.0000000000000000e+00,1.0000000000000000e+01,46,2.0000000000000000e+03,0.0000000000000000e+00,1.2000000000000000e+04,2.0000000000000000e+01,9.6000000000000000e+03,"2007-03-28","admin",0
183,83,111,4.0000000000000000e+00,4.0000000000000000e+00,46,2.0000000000000000e+03,0.0000000000000000e+00,8.0000000000000000e+03,2.0000000000000000e+01,6.4000000000000000e+03,"2007-03-28","admin",1
184,83,133,2.0000000000000000e+00,2.0000000000000000e+00,46,2.0000000000000000e+03,0.0000000000000000e+00,4.0000000000000000e+03,2.0000000000000000e+01,3.2000000000000000e+03,"2007-03-28","admin",1
185,83,60,5.0000000000000000e+00,5.0000000000000000e+00,46,2.0000000000000000e+03,0.0000000000000000e+00,1.0000000000000000e+04,0.0000000000000000e+00,1.0000000000000000e+04,"2007-03-28","admin",1
186,84,130,3.6000000000000000e+01,6.0000000000000000e+01,53,2.0000000000000000e+03,0.0000000000000000e+00,7.2000000000000000e+04,2.0000000000000000e+01,5.7600000000000000e+04,"2007-03-28","admin",1
187,84,125,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",1
188,84,42,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-28","admin",1
189,84,130,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-28","admin",0
190,84,112,1.0000000000000000e+01,1.6000000000000000e+01,46,2.5000000000000000e+03,0.0000000000000000e+00,2.5000000000000000e+04,0.0000000000000000e+00,2.5000000000000000e+04,"2007-03-28","admin",1
191,84,81,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,0.0000000000000000e+00,3.0000000000000000e+04,"2007-03-28","admin",1
192,84,50,1.7500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.5000000000000000e+04,0.0000000000000000e+00,3.5000000000000000e+04,"2007-03-28","admin",1
193,84,109,1.7500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.5000000000000000e+04,0.0000000000000000e+00,3.5000000000000000e+04,"2007-03-28","admin",1
194,84,50,1.7500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.5000000000000000e+04,0.0000000000000000e+00,3.5000000000000000e+04,"2007-03-28","admin",1
195,84,57,1.7500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.5000000000000000e+04,0.0000000000000000e+00,3.5000000000000000e+04,"2007-03-28","admin",1
196,84,50,2.5000000000000000e+01,3.7500000000000000e+01,46,2.0000000000000000e+03,0.0000000000000000e+00,5.0000000000000000e+04,0.0000000000000000e+00,5.0000000000000000e+04,"2007-03-28","admin",1
197,84,78,1.7500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.5000000000000000e+04,0.0000000000000000e+00,3.5000000000000000e+04,"2007-03-28","admin",1
198,85,95,9.0000000000000000e+00,9.0000000000000000e+00,54,2.5000000000000000e+03,2.0000000000000000e+03,2.4500000000000000e+04,2.0000000000000000e+01,1.9600000000000000e+04,"2007-03-28","admin",1
199,86,60,5.0000000000000000e+00,7.0000000000000000e+00,46,2.0000000000000000e+03,0.0000000000000000e+00,1.0000000000000000e+04,2.0000000000000000e+01,8.0000000000000000e+03,"2007-03-28","admin",1
200,86,60,6.0000000000000000e+00,7.0000000000000000e+00,46,2.0000000000000000e+03,0.0000000000000000e+00,1.2000000000000000e+04,2.0000000000000000e+01,9.6000000000000000e+03,"2007-03-28","admin",1
