idsales,sales_idcust,sales_idvariant,sales_mililiter,sales_totalml,sales_idbotol,sales_hargavariant,sales_hargabotol,sales_hargatotal,sales_diskon,sales_hargadiskon,sales_date,sales_author,sales_status
1359,486,107,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,2.0000000000000000e+01,2.4000000000000000e+04,"2007-03-30","admin",1
1360,487,95,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-30","admin",1
1361,487,143,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1362,487,95,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-30","admin",1
1363,487,155,7.0000000000000000e+00,1.0000000000000000e+01,61,3.0000000000000000e+03,0.0000000000000000e+00,2.1000000000000000e+04,2.0000000000000000e+01,1.6800000000000000e+04,"2007-03-30","admin",1
1364,487,95,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,0.0000000000000000e+00,1.7500000000000000e+04,"2007-03-30","admin",1
1365,487,109,7.0000000000000000e+00,7.0000000000000000e+00,54,2.0000000000000000e+03,2.0000000000000000e+03,1.6000000000000000e+04,0.0000000000000000e+00,1.6000000000000000e+04,"2007-03-30","admin",1
1366,487,60,8.0000000000000000e+00,1.5000000000000000e+01,46,2.0000000000000000e+03,0.0000000000000000e+00,1.6000000000000000e+04,0.0000000000000000e+00,1.6000000000000000e+04,"2007-03-30","admin",1
1367,487,123,3.0000000000000000e+00,7.0000000000000000e+00,46,2.0000000000000000e+03,0.0000000000000000e+00,6.0000000000000000e+03,0.0000000000000000e+00,6.0000000000000000e+03,"2007-03-30","admin",1
1368,487,92,2.0000000000000000e+00,7.0000000000000000e+00,46,2.0000000000000000e+03,0.0000000000000000e+00,4.0000000000000000e+03,0.0000000000000000e+00,4.0000000000000000e+03,"2007-03-30","admin",1
1369,488,139,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,2.0000000000000000e+01,2.4000000000000000e+04,"2007-03-30","admin",1
1370,489,130,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,2.0000000000000000e+01,2.4000000000000000e+04,"2007-03-30","admin",0
1371,489,130,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,0.0000000000000000e+00,3.0000000000000000e+04,"2007-03-30","admin",0
1372,490,134,5.0000000000000000e+01,1.2500000000000000e+02,46,2.5000000000000000e+03,0.0000000000000000e+00,1.2500000000000000e+05,2.0000000000000000e+01,1.0000000000000000e+05,"2007-03-30","admin",1
1373,490,43,5.0000000000000000e+00,7.0000000000000000e+00,46,2.5000000000000000e+03,0.0000000000000000e+00,1.2500000000000000e+04,2.0000000000000000e+01,1.0000000000000000e+04,"2007-03-30","admin",1
1374,490,134,6.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-30","admin",1
1375,490,43,6.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-30","admin",1
1376,490,65,6.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.2000000000000000e+04,0.0000000000000000e+00,1.2000000000000000e+04,"2007-03-30","admin",1
1377,490,39,6.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.2000000000000000e+04,0.0000000000000000e+00,1.2000000000000000e+04,"2007-03-30","admin",1
1378,490,150,6.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.2000000000000000e+04,0.0000000000000000e+00,1.2000000000000000e+04,"2007-03-30","admin",1
1379,490,39,2.1000000000000000e+01,3.5000000000000000e+01,56,2.0000000000000000e+03,6.0000000000000000e+03,4.8000000000000000e+04,0.0000000000000000e+00,4.8000000000000000e+04,"2007-03-30","admin",1
1380,490,140,2.1000000000000000e+01,3.5000000000000000e+01,56,2.0000000000000000e+03,6.0000000000000000e+03,4.8000000000000000e+04,0.0000000000000000e+00,4.8000000000000000e+04,"2007-03-30","admin",1
1381,490,150,2.5000000000000000e+01,3.5000000000000000e+01,58,2.0000000000000000e+03,6.0000000000000000e+03,5.6000000000000000e+04,0.0000000000000000e+00,5.6000000000000000e+04,"2007-03-30","admin",1
1382,491,147,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,0.0000000000000000e+00,3.0000000000000000e+04,"2007-03-30","admin",1
1383,491,130,1.3000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.6000000000000000e+04,0.0000000000000000e+00,2.6000000000000000e+04,"2007-03-30","admin",0
1384,492,125,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,0.0000000000000000e+00,1.4000000000000000e+04,"2007-03-30","admin",1
1385,493,130,5.0000000000000000e+00,7.0000000000000000e+00,61,2.0000000000000000e+03,0.0000000000000000e+00,1.0000000000000000e+04,0.0000000000000000e+00,1.0000000000000000e+04,"2007-03-30","admin",0
1386,493,152,5.0000000000000000e+00,7.0000000000000000e+00,61,2.0000000000000000e+03,0.0000000000000000e+00,1.0000000000000000e+04,0.0000000000000000e+00,1.0000000000000000e+04,"2007-03-30","admin",1
1387,494,73,5.0000000000000000e+00,5.0000000000000000e+00,46,2.0000000000000000e+03,0.0000000000000000e+00,1.0000000000000000e+04,2.0000000000000000e+01,8.0000000000000000e+03,"2007-03-30","admin",1
1388,495,72,1.5000000000000000e+01,2.5000000000000000e+01,52,2.5000000000000000e+03,0.0000000000000000e+00,3.7500000000000000e+04,0.0000000000000000e+00,3.7500000000000000e+04,"2007-03-30","admin",1
1389,496,140,2.5000000000000000e+01,5.0000000000000000e+01,46,2.0000000000000000e+03,0.0000000000000000e+00,5.0000000000000000e+04,0.0000000000000000e+00,5.0000000000000000e+04,"2007-03-30","admin",1
1390,496,112,2.0000000000000000e+01,5.0000000000000000e+01,46,2.5000000000000000e+03,0.0000000000000000e+00,5.0000000000000000e+04,0.0000000000000000e+00,5.0000000000000000e+04,"2007-03-30","admin",1
1391,497,95,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,0.0000000000000000e+00,1.7500000000000000e+04,"2007-03-30","admin",1
1392,498,141,1.3000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.6000000000000000e+04,0.0000000000000000e+00,2.6000000000000000e+04,"2007-03-30","admin",1
1393,498,140,9.0000000000000000e+00,9.0000000000000000e+00,54,2.0000000000000000e+03,2.0000000000000000e+03,2.0000000000000000e+04,0.0000000000000000e+00,2.0000000000000000e+04,"2007-03-30","admin",1
1394,498,116,9.0000000000000000e+00,9.0000000000000000e+00,54,2.5000000000000000e+03,2.0000000000000000e+03,2.4500000000000000e+04,0.0000000000000000e+00,2.4500000000000000e+04,"2007-03-30","admin",1
1395,498,140,7.0000000000000000e+00,7.0000000000000000e+00,54,2.0000000000000000e+03,2.0000000000000000e+03,1.6000000000000000e+04,0.0000000000000000e+00,1.6000000000000000e+04,"2007-03-30","admin",1
1396,498,140,9.0000000000000000e+00,9.0000000000000000e+00,54,2.0000000000000000e+03,2.0000000000000000e+03,2.0000000000000000e+04,0.0000000000000000e+00,2.0000000000000000e+04,"2007-03-30","admin",1
1397,498,127,5.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.0000000000000000e+04,0.0000000000000000e+00,1.0000000000000000e+04,"2007-03-30","admin",1
1398,498,144,5.0000000000000000e+00,5.0000000000000000e+00,54,2.0000000000000000e+03,2.0000000000000000e+03,1.2000000000000000e+04,0.0000000000000000e+00,1.2000000000000000e+04,"2007-03-30","admin",1
1399,498,44,5.0000000000000000e+00,5.0000000000000000e+00,54,2.5000000000000000e+03,2.0000000000000000e+03,1.4500000000000000e+04,0.0000000000000000e+00,1.4500000000000000e+04,"2007-03-30","admin",1
1400,498,131,5.0000000000000000e+00,5.0000000000000000e+00,54,2.0000000000000000e+03,2.0000000000000000e+03,1.2000000000000000e+04,0.0000000000000000e+00,1.2000000000000000e+04,"2007-03-30","admin",1
1401,498,44,6.0000000000000000e+00,6.0000000000000000e+00,54,2.5000000000000000e+03,2.0000000000000000e+03,1.7000000000000000e+04,0.0000000000000000e+00,1.7000000000000000e+04,"2007-03-30","admin",1
1402,499,67,8.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.6000000000000000e+04,2.0000000000000000e+01,1.2800000000000000e+04,"2007-03-30","admin",1
1403,499,93,8.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.6000000000000000e+04,2.0000000000000000e+01,1.2800000000000000e+04,"2007-03-30","admin",1
1404,500,81,8.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.6000000000000000e+04,2.0000000000000000e+01,1.2800000000000000e+04,"2007-03-30","admin",1
1405,500,72,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,0.0000000000000000e+00,1.7500000000000000e+04,"2007-03-30","admin",1
1406,501,47,1.8000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.6000000000000000e+04,2.0000000000000000e+01,2.8800000000000000e+04,"2007-03-30","admin",1
1407,501,143,1.8000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.6000000000000000e+04,2.0000000000000000e+01,2.8800000000000000e+04,"2007-03-30","admin",1
1408,501,92,9.0000000000000000e+00,9.0000000000000000e+00,54,2.0000000000000000e+03,2.0000000000000000e+03,2.0000000000000000e+04,0.0000000000000000e+00,2.0000000000000000e+04,"2007-03-30","admin",1
1409,501,142,9.0000000000000000e+00,9.0000000000000000e+00,54,2.0000000000000000e+03,2.0000000000000000e+03,2.0000000000000000e+04,0.0000000000000000e+00,2.0000000000000000e+04,"2007-03-30","admin",1
1410,501,143,2.1000000000000000e+01,3.5000000000000000e+01,56,2.0000000000000000e+03,6.0000000000000000e+03,4.8000000000000000e+04,0.0000000000000000e+00,4.8000000000000000e+04,"2007-03-30","admin",1
1411,501,102,2.1000000000000000e+01,3.5000000000000000e+01,58,2.0000000000000000e+03,6.0000000000000000e+03,4.8000000000000000e+04,0.0000000000000000e+00,4.8000000000000000e+04,"2007-03-30","admin",1
1412,501,132,2.1000000000000000e+01,3.5000000000000000e+01,56,2.0000000000000000e+03,6.0000000000000000e+03,4.8000000000000000e+04,0.0000000000000000e+00,4.8000000000000000e+04,"2007-03-30","admin",1
1413,501,142,2.1000000000000000e+01,3.5000000000000000e+01,58,2.0000000000000000e+03,6.0000000000000000e+03,4.8000000000000000e+04,0.0000000000000000e+00,4.8000000000000000e+04,"2007-03-30","admin",1
1414,502,92,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,2.0000000000000000e+01,2.4000000000000000e+04,"2007-03-30","admin",1
1415,503,130,8.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.6000000000000000e+04,2.0000000000000000e+01,1.2800000000000000e+04,"2007-03-30","admin",0
1416,504,60,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1417,504,49,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,2.0000000000000000e+01,2.4000000000000000e+04,"2007-03-30","admin",1
1418,504,68,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,0.0000000000000000e+00,1.4000000000000000e+04,"2007-03-30","admin",1
1419,505,111,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,2.0000000000000000e+01,2.4000000000000000e+04,"2007-03-30","admin",1
1420,506,71,5.0000000000000000e+00,7.0000000000000000e+00,61,2.0000000000000000e+03,0.0000000000000000e+00,1.0000000000000000e+04,0.0000000000000000e+00,1.0000000000000000e+04,"2007-03-30","admin",1
1421,507,146,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1422,508,152,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1423,509,72,5.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.2500000000000000e+04,2.0000000000000000e+01,1.0000000000000000e+04,"2007-03-30","admin",1
1424,509,150,5.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.0000000000000000e+04,2.0000000000000000e+01,8.0000000000000000e+03,"2007-03-30","admin",1
1425,510,118,1.2000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.4000000000000000e+04,2.0000000000000000e+01,1.9200000000000000e+04,"2007-03-30","admin",1
1426,511,142,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,2.0000000000000000e+01,2.4000000000000000e+04,"2007-03-30","admin",1
1427,512,72,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-30","admin",1
1428,512,136,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1429,513,130,4.2000000000000000e+01,6.0000000000000000e+01,53,2.0000000000000000e+03,0.0000000000000000e+00,8.4000000000000000e+04,2.0000000000000000e+01,6.7200000000000000e+04,"2007-03-30","admin",1
1430,514,83,6.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.2000000000000000e+04,2.0000000000000000e+01,9.6000000000000000e+03,"2007-03-30","admin",1
1431,514,83,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1432,515,146,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,2.0000000000000000e+01,2.4000000000000000e+04,"2007-03-30","admin",1
1433,515,49,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1434,515,60,1.3000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.6000000000000000e+04,2.0000000000000000e+01,2.0800000000000000e+04,"2007-03-30","admin",1
1435,515,60,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,0.0000000000000000e+00,1.4000000000000000e+04,"2007-03-30","admin",1
1436,515,60,1.3000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.6000000000000000e+04,0.0000000000000000e+00,2.6000000000000000e+04,"2007-03-30","admin",1
1437,516,88,4.0000000000000000e+00,7.0000000000000000e+00,61,3.0000000000000000e+03,0.0000000000000000e+00,1.2000000000000000e+04,2.0000000000000000e+01,9.6000000000000000e+03,"2007-03-30","admin",1
1438,516,69,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1439,517,118,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,2.0000000000000000e+01,2.4000000000000000e+04,"2007-03-30","admin",1
1440,517,90,1.3000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,2.6000000000000000e+04,0.0000000000000000e+00,2.6000000000000000e+04,"2007-03-30","admin",1
1441,517,72,1.3000000000000000e+01,2.5000000000000000e+01,52,2.5000000000000000e+03,0.0000000000000000e+00,3.2500000000000000e+04,0.0000000000000000e+00,3.2500000000000000e+04,"2007-03-30","admin",1
1442,518,60,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,0.0000000000000000e+00,1.4000000000000000e+04,"2007-03-30","admin",1
1443,519,143,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,0.0000000000000000e+00,1.4000000000000000e+04,"2007-03-30","admin",1
1444,520,81,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,0.0000000000000000e+00,1.4000000000000000e+04,"2007-03-30","admin",1
1445,520,134,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,0.0000000000000000e+00,1.7500000000000000e+04,"2007-03-30","admin",1
1446,520,60,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,0.0000000000000000e+00,1.4000000000000000e+04,"2007-03-30","admin",1
1447,520,49,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,0.0000000000000000e+00,1.4000000000000000e+04,"2007-03-30","admin",1
1448,520,49,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,0.0000000000000000e+00,3.0000000000000000e+04,"2007-03-30","admin",1
1449,521,42,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-30","admin",1
1450,521,84,9.0000000000000000e+00,9.0000000000000000e+00,54,2.0000000000000000e+03,2.0000000000000000e+03,2.0000000000000000e+04,2.0000000000000000e+01,1.6000000000000000e+04,"2007-03-30","admin",1
1451,521,42,1.7000000000000000e+01,2.5000000000000000e+01,52,2.5000000000000000e+03,0.0000000000000000e+00,4.2500000000000000e+04,0.0000000000000000e+00,4.2500000000000000e+04,"2007-03-30","admin",1
1452,521,84,9.0000000000000000e+00,9.0000000000000000e+00,54,2.0000000000000000e+03,2.0000000000000000e+03,2.0000000000000000e+04,0.0000000000000000e+00,2.0000000000000000e+04,"2007-03-30","admin",1
1453,521,73,1.0000000000000000e+01,1.0000000000000000e+01,54,2.0000000000000000e+03,2.0000000000000000e+03,2.2000000000000000e+04,0.0000000000000000e+00,2.2000000000000000e+04,"2007-03-30","admin",1
1454,522,109,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1455,522,155,7.0000000000000000e+00,1.0000000000000000e+01,61,3.0000000000000000e+03,0.0000000000000000e+00,2.1000000000000000e+04,2.0000000000000000e+01,1.6800000000000000e+04,"2007-03-30","admin",1
1456,523,121,5.0000000000000000e+00,7.0000000000000000e+00,54,2.0000000000000000e+03,2.0000000000000000e+03,1.2000000000000000e+04,0.0000000000000000e+00,1.2000000000000000e+04,"2007-03-30","admin",1
1457,524,152,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1458,524,152,2.5000000000000000e+01,3.5000000000000000e+01,58,2.0000000000000000e+03,6.0000000000000000e+03,5.6000000000000000e+04,2.0000000000000000e+01,4.4800000000000000e+04,"2007-03-30","admin",1
1459,524,152,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,0.0000000000000000e+00,1.4000000000000000e+04,"2007-03-30","admin",1
1460,525,60,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1461,525,56,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1462,526,43,1.5000000000000000e+01,2.5000000000000000e+01,52,2.5000000000000000e+03,0.0000000000000000e+00,3.7500000000000000e+04,2.0000000000000000e+01,3.0000000000000000e+04,"2007-03-30","admin",1
1463,527,43,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-30","admin",1
1464,527,81,7.0000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.4000000000000000e+04,2.0000000000000000e+01,1.1200000000000000e+04,"2007-03-30","admin",1
1465,527,43,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-30","admin",1
1466,527,95,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-30","admin",1
1468,187,152,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-30","admin",1
1469,528,43,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-30","admin",1
1470,529,150,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,2.0000000000000000e+01,2.4000000000000000e+04,"2007-03-30","admin",1
1471,530,130,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-30","admin",0
1472,530,130,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-30","admin",0
1473,530,130,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-30","admin",0
1474,531,116,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-30","admin",1
1475,531,43,7.0000000000000000e+00,1.0000000000000000e+01,61,2.5000000000000000e+03,0.0000000000000000e+00,1.7500000000000000e+04,2.0000000000000000e+01,1.4000000000000000e+04,"2007-03-30","admin",1
1476,532,139,1.7500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.5000000000000000e+04,2.0000000000000000e+01,2.8000000000000000e+04,"2007-03-30","admin",1
1477,532,73,2.4500000000000000e+01,3.5000000000000000e+01,58,2.0000000000000000e+03,6.0000000000000000e+03,5.5000000000000000e+04,2.0000000000000000e+01,4.4000000000000000e+04,"2007-03-30","admin",1
1478,532,139,2.1000000000000000e+01,3.5000000000000000e+01,46,2.0000000000000000e+03,0.0000000000000000e+00,4.2000000000000000e+04,0.0000000000000000e+00,4.2000000000000000e+04,"2007-03-30","admin",1
1479,532,139,2.5000000000000000e+01,3.5000000000000000e+01,56,2.0000000000000000e+03,6.0000000000000000e+03,5.6000000000000000e+04,0.0000000000000000e+00,5.6000000000000000e+04,"2007-03-30","admin",1
1480,532,55,2.1000000000000000e+01,3.5000000000000000e+01,58,2.0000000000000000e+03,6.0000000000000000e+03,4.8000000000000000e+04,0.0000000000000000e+00,4.8000000000000000e+04,"2007-03-30","admin",0
1481,532,139,1.7500000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.5000000000000000e+04,0.0000000000000000e+00,3.5000000000000000e+04,"2007-03-30","admin",1
1482,533,111,2.1000000000000000e+01,3.5000000000000000e+01,56,2.0000000000000000e+03,6.0000000000000000e+03,4.8000000000000000e+04,1.0000000000000000e+01,4.3200000000000000e+04,"2007-03-30","admin",1
1483,533,111,2.1000000000000000e+01,3.5000000000000000e+01,58,2.0000000000000000e+03,6.0000000000000000e+03,4.8000000000000000e+04,0.0000000000000000e+00,4.8000000000000000e+04,"2007-03-30","admin",1
1484,534,133,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-30","admin",1
1485,534,130,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-30","admin",0
1486,535,133,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,2.0000000000000000e+01,1.2000000000000000e+04,"2007-03-30","admin",1
1487,535,90,1.5000000000000000e+01,2.5000000000000000e+01,52,2.0000000000000000e+03,0.0000000000000000e+00,3.0000000000000000e+04,0.0000000000000000e+00,3.0000000000000000e+04,"2007-03-30","admin",1
1488,535,90,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-30","admin",1
1489,535,125,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-30","admin",1
1490,535,90,7.5000000000000000e+00,1.0000000000000000e+01,61,2.0000000000000000e+03,0.0000000000000000e+00,1.5000000000000000e+04,0.0000000000000000e+00,1.5000000000000000e+04,"2007-03-30","admin",1
