idvariant,variant_kode,variant_nama,variant_harga,variant_stock,variant_date,variant_author,variant_ls_stock,variant_ls_date,variant_ls_author
208,"MCM","MCM MAN",2.5000000000000000e+03,1.7279999999999995e+02,"2008-01-21","YUNI",0.0000000000000000e+00,"2008-01-21","YUNI"
209,"BXX","BXX WOMAN",2.5000000000000000e+03,3.0000000000000000e+02,"2008-02-04","YUNI",0.0000000000000000e+00,"2008-02-04","YUNI"
210,"BXY","BXY MAN",2.5000000000000000e+03,2.6400000000000000e+02,"2008-02-04","YUNI",0.0000000000000000e+00,"2008-02-04","YUNI"
211,"I2UW","I2U WOMAN",2.5000000000000000e+03,1.3480000000000001e+02,"2008-02-26","OLLA",0.0000000000000000e+00,"2008-02-26","OLLA"
212,"I2UM","I2U MAN",2.0000000000000000e+03,2.3700000000000000e+02,"2008-02-26","OLLA",0.0000000000000000e+00,"2008-02-26","OLLA"
213,"FNF","FNF MAN",2.5000000000000000e+03,2.3500000000000000e+02,"2008-02-26","OLLA",0.0000000000000000e+00,"2008-02-26","OLLA"
214,"KTY","KTY MAN",2.0000000000000000e+03,2.0000000000000000e+02,"2008-02-26","OLLA",0.0000000000000000e+00,"2008-02-26","OLLA"
215,"WHT","WHT MAN",2.0000000000000000e+03,2.0500000000000000e+02,"2008-03-04","YUNI",0.0000000000000000e+00,"2008-03-04","YUNI"
216,"SPL","SPL MAN",2.0000000000000000e+03,3.0000000000000000e+02,"2008-03-04","YUNI",0.0000000000000000e+00,"2008-03-04","YUNI"
217,"GSM","GSM MAN",2.5000000000000000e+03,1.7500000000000000e+02,"2008-03-04","YUNI",0.0000000000000000e+00,"2008-03-04","YUNI"
218,"BJR","BJR WOMAN",2.5000000000000000e+03,1.7100000000000000e+02,"2008-03-04","YUNI",0.0000000000000000e+00,"2008-03-04","YUNI"
219,"BUW","BUW WOMAN",2.5000000000000000e+03,2.6200000000000000e+02,"2008-03-04","YUNI",0.0000000000000000e+00,"2008-03-04","YUNI"
220,"YLE","YLE WOMAN",2.0000000000000000e+03,2.8500000000000000e+02,"2008-03-04","YUNI",0.0000000000000000e+00,"2008-03-04","YUNI"
221,"GSW","GSW WOMAN",2.5000000000000000e+03,2.9200000000000000e+02,"2008-03-04","YUNI",0.0000000000000000e+00,"2008-03-04","YUNI"
233,"RDO","RDO MAN",2.5000000000000000e+03,2.3819999999999999e+02,"2008-05-14","OLLA",0.0000000000000000e+00,"2008-05-14","OLLA"
234,"AMT","AMT WOMAN",2.5000000000000000e+03,2.2240000000000001e+02,"2008-07-03","YUNI",0.0000000000000000e+00,"2008-07-03","YUNI"
235,"MSP","MSP WOMAN",2.5000000000000000e+03,2.1880000000000001e+02,"2008-07-03","YUNI",0.0000000000000000e+00,"2008-07-03","YUNI"
236,"ESS","ESS WOMAN",2.0000000000000000e+03,2.1650000000000000e+02,"2008-07-03","YUNI",0.0000000000000000e+00,"2008-07-03","YUNI"
237,"CHW ","CHW WOMWN",2.5000000000000000e+03,2.5900000000000000e+02,"2008-08-02","YUNI",0.0000000000000000e+00,"2008-08-02","YUNI"
238,"DSO","DSO WOMWN",2.0000000000000000e+03,2.6750000000000000e+02,"2008-08-02","YUNI",0.0000000000000000e+00,"2008-08-02","YUNI"
239,"CIM","CIM MAN",2.0000000000000000e+03,2.5000000000000000e+02,"2008-08-16","OLLA",0.0000000000000000e+00,"2008-08-16","OLLA"
240,"MSM","MSM MAN",2.0000000000000000e+03,1.9500000000000000e+02,"2008-08-16","OLLA",0.0000000000000000e+00,"2008-08-16","OLLA"
241,"DLD","DLD MAN",2.0000000000000000e+03,2.5200000000000000e+02,"2008-08-16","OLLA",0.0000000000000000e+00,"2008-08-16","OLLA"
243,"ICH","ICH WOMEN",2.0000000000000000e+03,2.1700000000000000e+02,"2008-11-06","YUNI",0.0000000000000000e+00,"2008-11-06","YUNI"
244,"JPG","JPG",2.5000000000000000e+03,2.5000000000000000e+02,"2008-11-06","YUNI",0.0000000000000000e+00,"2008-11-06","YUNI"
245,"PUR","PUR MAN",2.0000000000000000e+03,1.8900000000000000e+02,"2008-11-06","YUNI",0.0000000000000000e+00,"2008-11-06","YUNI"
246,"CHS","CHS WOMAN",2.0000000000000000e+03,2.4400000000000000e+02,"2008-11-18","YUNI",0.0000000000000000e+00,"2008-11-18","YUNI"
247,"CAN","PHW CAN WOMAN",2.5000000000000000e+03,2.6850000000000000e+02,"2008-11-18","YUNI",0.0000000000000000e+00,"2008-11-18","YUNI"
248,"FTM","FTM WOMAN",2.5000000000000000e+03,3.0000000000000000e+02,"2008-12-24","YUNI",0.0000000000000000e+00,"2008-12-24","YUNI"
249,"BAM","BAM U",2.5000000000000000e+03,4.3439999999999998e+02,"2014-09-30","YUNI",2.7300000000000000e+02,"2008-12-24","YUNI"
250,"SKW","SKW MAN",2.5000000000000000e+03,1.8080000000000001e+02,"2009-02-01","OLLA",0.0000000000000000e+00,"2009-02-01","OLLA"
251,"232","232 MAN",2.5000000000000000e+03,1.9700000000000000e+02,"2009-02-01","OLLA",0.0000000000000000e+00,"2009-02-01","OLLA"
252,"ADS","ADS MAN",2.0000000000000000e+03,2.7000000000000000e+02,"2009-02-01","OLLA",0.0000000000000000e+00,"2009-02-01","OLLA"
253,"SWT","SWT WOMAN",2.5000000000000000e+03,2.2480000000000001e+02,"2009-02-01","OLLA",0.0000000000000000e+00,"2009-02-01","OLLA"
254,"BVJ","BVJ WOMAN",2.0000000000000000e+03,2.7900000000000000e+02,"2009-02-01","OLLA",0.0000000000000000e+00,"2009-02-01","OLLA"
255,"FDM","FDM MAN",2.5000000000000000e+03,3.0000000000000000e+02,"2009-03-18","OLLA",0.0000000000000000e+00,"2009-03-18","OLLA"
256,"FDW","FD WOMEN",2.5000000000000000e+03,2.2300000000000000e+02,"2009-03-18","OLLA",0.0000000000000000e+00,"2009-03-18","OLLA"
257,"DOP","DOP WOMEN",2.0000000000000000e+03,2.3000000000000000e+02,"2009-03-28","YUNI",0.0000000000000000e+00,"2009-03-28","YUNI"
258,"PWR","PWR MAN",2.5000000000000000e+03,3.0000000000000000e+02,"2009-03-28","YUNI",0.0000000000000000e+00,"2009-03-28","YUNI"
259,"ADV","ADV MAN",2.5000000000000000e+03,2.2600000000000000e+02,"2009-03-29","YUNI",0.0000000000000000e+00,"2009-03-29","YUNI"
260,"OCS","OCS WOMEN",2.5000000000000000e+03,2.3079999999999998e+02,"2009-05-06","OLLA",0.0000000000000000e+00,"2009-05-06","OLLA"
261,"AHD","AHD WOMEN",2.5000000000000000e+03,4.0560000000000002e+02,"2009-05-09","YUNI",0.0000000000000000e+00,"2009-05-09","YUNI"
262,"OBC","OBC WOMEN",2.5000000000000000e+03,3.0180000000000001e+02,"2009-05-09","YUNI",0.0000000000000000e+00,"2009-05-09","YUNI"
263,"EXTO","EXTO",2.5000000000000000e+03,3.6000000000000000e+02,"2009-05-29","OLLA",0.0000000000000000e+00,"2009-05-29","OLLA"
264,"STLVL","STLVL",2.0000000000000000e+03,0.0000000000000000e+00,"2009-06-03","YUNI",0.0000000000000000e+00,"2009-06-03","YUNI"
265,"DLR","DLR WOMAN",2.5000000000000000e+03,2.8500000000000000e+02,"2009-06-29",,0.0000000000000000e+00,"2009-06-29",
266,"HRJ","HRJ WOMEN",2.5000000000000000e+03,1.8000000000000000e+02,"2009-08-08",,0.0000000000000000e+00,"2009-08-08",
267,"FEX","FEX MAN",2.5000000000000000e+03,3.0000000000000000e+02,"2009-09-01",,0.0000000000000000e+00,"2009-09-01",
268,"OCL","OCL WOMEN",2.5000000000000000e+03,1.6100000000000000e+02,"2009-09-04",,0.0000000000000000e+00,"2009-09-04",
269,"FOF","FOF WOMEN",2.5000000000000000e+03,2.7600000000000000e+02,"2009-09-15",,0.0000000000000000e+00,"2009-09-15",
270,"HKT","HKT WOMEN",2.5000000000000000e+03,2.4000000000000000e+02,"2009-09-15",,0.0000000000000000e+00,"2009-09-15",
271,"CHO","CHO U",2.0000000000000000e+03,1.8400000000000000e+02,"2009-09-15",,0.0000000000000000e+00,"2009-09-15",
272,"PLT","PLT WOMEN",2.5000000000000000e+03,3.7400000000000000e+02,"2009-09-15",,0.0000000000000000e+00,"2009-09-15",
273,"BEL","BEL MAN",2.5000000000000000e+03,2.7000000000000000e+02,"2009-10-06",,0.0000000000000000e+00,"2009-10-06",
274,"KBL","KBL WOMEN",2.5000000000000000e+03,1.5119999999999999e+02,"2009-10-06",,0.0000000000000000e+00,"2009-10-06",
275,"DBC","DBC",2.0000000000000000e+03,2.6800000000000000e+02,"2009-10-14",,0.0000000000000000e+00,"2009-10-14",
276,"BOR","BOR ORANGE",2.0000000000000000e+03,3.0000000000000000e+02,"2009-10-15",,0.0000000000000000e+00,"2009-10-15",
277,"SIG-F","SIG-F WOMAN",2.5000000000000000e+03,2.7100000000000000e+02,"2009-11-13","YUNI",0.0000000000000000e+00,"2009-11-13","YUNI"
278,"BIT","BIT WOMAN",2.5000000000000000e+03,2.7550000000000000e+02,"2009-11-13","YUNI",0.0000000000000000e+00,"2009-11-13","YUNI"
279,"CLG","CLG MAN",2.5000000000000000e+03,1.5100000000000000e+02,"2009-11-16","OLLA",0.0000000000000000e+00,"2009-11-16","OLLA"
280,"GRP","GRP OTHERS",2.0000000000000000e+03,4.5000000000000000e+00,"2009-12-07","YUNI",0.0000000000000000e+00,"2009-12-07","YUNI"
281,"PNP","PNP OTHERS",2.0000000000000000e+03,0.0000000000000000e+00,"2009-12-07","YUNI",0.0000000000000000e+00,"2009-12-07","YUNI"
282,"BKR","BKR OTHERS",2.0000000000000000e+03,1.0200000000000000e+02,"2009-12-07","YUNI",0.0000000000000000e+00,"2009-12-07","YUNI"
283,"CPN","CPN OTHERS",2.0000000000000000e+03,7.3500000000000000e+01,"2009-12-07","YUNI",0.0000000000000000e+00,"2009-12-07","YUNI"
284,"BBR","BBR WOMAN",2.5000000000000000e+03,2.7000000000000000e+02,"2009-12-11","YUNI",0.0000000000000000e+00,"2009-12-11","YUNI"
285,"STN","STN MAN",2.5000000000000000e+03,2.2100000000000000e+02,"2009-12-20","YUNI",0.0000000000000000e+00,"2009-12-20","YUNI"
286,"HRS","HRS WOMAN",2.5000000000000000e+03,1.8400000000000000e+02,"2009-12-20","YUNI",0.0000000000000000e+00,"2009-12-20","YUNI"
287,"BDT","BDT MAN",2.5000000000000000e+03,3.5359999999999997e+02,"2009-12-26","YUNI",0.0000000000000000e+00,"2009-12-26","YUNI"
288,"PWO","PWO WOMAN",2.5000000000000000e+03,2.9000000000000000e+02,"2010-01-13","YUNI",0.0000000000000000e+00,"2010-01-13","YUNI"
289,"CBL","CBL WOMAN",2.5000000000000000e+03,2.5000000000000000e+02,"2010-01-13","YUNI",0.0000000000000000e+00,"2010-01-13","YUNI"
290,"NIN","NIN WOMAN",2.5000000000000000e+03,1.6600000000000000e+02,"2010-01-23","YUNI",0.0000000000000000e+00,"2010-01-23","YUNI"
291,"SAM","SAM MAN",2.5000000000000000e+03,2.3240000000000001e+02,"2010-01-27","YUNI",0.0000000000000000e+00,"2010-01-27","YUNI"
292,"RS-1","RS-1 WOMAN",2.5000000000000000e+03,1.6000000000000000e+02,"2010-02-13","OLLA",0.0000000000000000e+00,"2010-02-13","OLLA"
293,"PNT","PNT WOMAN",2.0000000000000000e+03,3.7850000000000000e+02,"2010-02-15","YUNI",0.0000000000000000e+00,"2010-02-15","YUNI"
294,"CGR","CGR MAN",2.0000000000000000e+03,2.5000000000000000e+02,"2010-03-01","YUNI",0.0000000000000000e+00,"2010-03-01","YUNI"
295,"MGC","MGC WOMAN",2.5000000000000000e+03,2.5500000000000000e+02,"2010-03-01","YUNI",0.0000000000000000e+00,"2010-03-01","YUNI"
296,"FDU","FDU WOMAN",2.0000000000000000e+03,1.2150000000000000e+02,"2010-03-01","YUNI",0.0000000000000000e+00,"2010-03-01","YUNI"
297,"SCT","SCT WOMAN",2.5000000000000000e+03,4.4800000000000000e+02,"2010-04-12","YUNI",0.0000000000000000e+00,"2010-04-12","YUNI"
298,"PLM","PLM MAN",3.0000000000000000e+03,2.5000000000000000e+02,"2010-05-03","YUNI",0.0000000000000000e+00,"2010-05-03","YUNI"
299,"BIC","BIC MAN",3.0000000000000000e+03,2.9259999999999997e+02,"2010-05-11","OLLA",0.0000000000000000e+00,"2010-05-11","OLLA"
300,"ICS","ICS WOMAN",2.5000000000000000e+03,2.2600000000000000e+02,"2010-05-11","OLLA",0.0000000000000000e+00,"2010-05-11","OLLA"
301,"SDN","SDN WOMEN",2.5000000000000000e+03,3.5960000000000002e+02,"2010-06-01","YUNI",0.0000000000000000e+00,"2010-06-01","YUNI"
302,"CAP","CAP WOMAN",2.0000000000000000e+03,1.6900000000000000e+02,"2010-07-21","YUNI",0.0000000000000000e+00,"2010-07-21","YUNI"
303,"MLB","MLB WOMAN",2.0000000000000000e+03,1.9150000000000000e+02,"2010-07-21","YUNI",0.0000000000000000e+00,"2010-07-21","YUNI"
304,"JOP","JOOP MAN",2.0000000000000000e+03,2.5000000000000000e+02,"2010-07-21","YUNI",0.0000000000000000e+00,"2010-07-21","YUNI"
305,"MU","MU MAN",2.0000000000000000e+03,2.5000000000000000e+02,"2010-07-21","YUNI",0.0000000000000000e+00,"2010-07-21","YUNI"
306,"AD II","AD II WOMAN",2.0000000000000000e+03,2.9550000000000000e+02,"2010-09-05","OLLA",0.0000000000000000e+00,"2010-09-05","OLLA"
307,"NYC","NYC WOMAN",2.5000000000000000e+03,4.9000000000000000e+02,"2010-09-05","OLLA",0.0000000000000000e+00,"2010-09-05","OLLA"
308,"OLA","OLA WOMAN",2.5000000000000000e+03,4.9000000000000000e+02,"2010-09-30","OLLA",0.0000000000000000e+00,"2010-09-30","OLLA"
309,"BBM","BBM WOMAN",2.0000000000000000e+03,2.0200000000000000e+02,"2010-09-30","OLLA",0.0000000000000000e+00,"2010-09-30","OLLA"
310,"LGW","LGW WOMAN",2.5000000000000000e+03,4.6100000000000000e+02,"2010-10-18","YUNI",0.0000000000000000e+00,"2010-10-18","YUNI"
311,"GTE","GTE WOMAN",2.5000000000000000e+03,3.0600000000000000e+02,"2010-10-18","YUNI",0.0000000000000000e+00,"2010-10-18","YUNI"
312,"BSW","BSW WOMAN",2.5000000000000000e+03,1.8839999999999998e+02,"2010-11-10","OLLA",0.0000000000000000e+00,"2010-11-10","OLLA"
313,"ADG","ADG WOMAN",3.0000000000000000e+03,2.3800000000000000e+02,"2010-11-10","OLLA",0.0000000000000000e+00,"2010-11-10","OLLA"
314,"IPM","IPM WOMAN",2.5000000000000000e+03,4.1500000000000000e+02,"2010-12-02","YUNI",0.0000000000000000e+00,"2010-12-02","YUNI"
315,"FBR","FBR WOMAN",2.5000000000000000e+03,3.6839999999999998e+02,"2010-12-02","YUNI",0.0000000000000000e+00,"2010-12-02","YUNI"
316,"SRN","SRN WOMAN",2.5000000000000000e+03,5.0000000000000000e+02,"2010-12-02","YUNI",0.0000000000000000e+00,"2010-12-02","YUNI"
317,"BTM","BTM WOMAN",2.5000000000000000e+03,2.6239999999999998e+02,"2010-12-02","YUNI",0.0000000000000000e+00,"2010-12-02","YUNI"
318,"DMN","DMN WOMAN",2.5000000000000000e+03,2.8409999999999997e+02,"2011-01-20","OLLA",0.0000000000000000e+00,"2011-01-20","OLLA"
319,"BSP","BSP MAN",3.0000000000000000e+03,1.7200000000000000e+02,"2011-01-29","YUNI",0.0000000000000000e+00,"2011-01-29","YUNI"
320,"SMR","SMR WOMAN",2.5000000000000000e+03,1.9400000000000000e+02,"2011-02-02","OLLA",0.0000000000000000e+00,"2011-02-02","OLLA"
321,"TCC","TCC WOMAN",2.5000000000000000e+03,2.0800000000000000e+02,"2011-04-16","YUNI",0.0000000000000000e+00,"2011-04-16","YUNI"
322,"QSR","QSR WOMAN",2.0000000000000000e+03,1.2600000000000000e+02,"2011-04-16","YUNI",0.0000000000000000e+00,"2011-04-16","YUNI"
323,"GSS","GSS WOMAN",2.5000000000000000e+03,8.9000000000000000e+01,"2011-04-16","YUNI",0.0000000000000000e+00,"2011-04-16","YUNI"
325,"LOP","LOP WOMEN",2.0000000000000000e+03,2.0800000000000000e+02,"2011-05-30","OLLA",0.0000000000000000e+00,"2011-05-30","OLLA"
326,"BSL","BSL WOMAN",2.5000000000000000e+03,5.0000000000000000e+02,"2011-06-18","OLLA",0.0000000000000000e+00,"2011-06-18","OLLA"
327,"PLY","PLY WOMAN",2.0000000000000000e+03,4.5200000000000000e+02,"2011-06-18","OLLA",0.0000000000000000e+00,"2011-06-18","OLLA"
328,"ZHR","ZHR WOMAN",2.0000000000000000e+03,1.9050000000000000e+02,"2011-07-06","OLLA",0.0000000000000000e+00,"2011-07-06","OLLA"
329,"LF","LF WOMAN",2.0000000000000000e+03,2.5000000000000000e+02,"2011-07-06","OLLA",0.0000000000000000e+00,"2011-07-06","OLLA"
330,"FAR","FAR WOMAN",2.5000000000000000e+03,1.7900000000000000e+02,"2011-07-06","OLLA",0.0000000000000000e+00,"2011-07-06","OLLA"
331,"TMO","TMO WOMAN",2.0000000000000000e+03,1.8600000000000000e+02,"2011-07-06","OLLA",0.0000000000000000e+00,"2011-07-06","OLLA"
332,"WST","WST MAN",2.0000000000000000e+03,1.8100000000000000e+02,"2011-07-06","OLLA",0.0000000000000000e+00,"2011-07-06","OLLA"
333,"THO","THO MAN",2.0000000000000000e+03,2.1400000000000000e+02,"2011-07-06","OLLA",0.0000000000000000e+00,"2011-07-06","OLLA"
334,"SLV","SLV WOMAN",2.5000000000000000e+03,2.2600000000000000e+02,"2011-07-26","OLLA",0.0000000000000000e+00,"2011-07-26","OLLA"
335,"GLT-M","GLT MAN",2.5000000000000000e+03,2.2600000000000000e+02,"2011-08-16","YUNI",0.0000000000000000e+00,"2011-08-16","YUNI"
336,"MGS","MGS UNISEX",2.0000000000000000e+03,1.6600000000000000e+02,"2011-08-16","YUNI",0.0000000000000000e+00,"2011-08-16","YUNI"
337,"SML","SML WOMAN",3.0000000000000000e+03,1.7450000000000000e+02,"2011-08-27","OLLA",0.0000000000000000e+00,"2011-08-27","OLLA"
402,"GLT","GLT WOMEN",3.0000000000000000e+03,3.0000000000000000e+02,"2015-09-13","OLLA",0.0000000000000000e+00,"2015-09-13","OLLA"
338,"LLT","LLT WOMAN",2.5000000000000000e+02,0.0000000000000000e+00,"2011-10-15","YUNI",0.0000000000000000e+00,"2011-10-15","YUNI"
339,"FDC","FDC WOMAN",2.5000000000000000e+03,1.9800000000000000e+02,"2011-10-15","YUNI",0.0000000000000000e+00,"2011-10-15","YUNI"
340,"VIP","VIP WOMAN",2.5000000000000000e+03,2.2200000000000000e+02,"2011-10-15","YUNI",0.0000000000000000e+00,"2011-10-15","YUNI"
341,"SCL","SCL WOMAN",2.5000000000000000e+03,1.6600000000000000e+02,"2011-10-15","YUNI",0.0000000000000000e+00,"2011-10-15","YUNI"
342,"LFH","LFH MAN",2.5000000000000000e+03,2.5000000000000000e+02,"2011-10-15","YUNI",0.0000000000000000e+00,"2011-10-15","YUNI"
343,"LLT W","LLT WOMAN",2.5000000000000000e+03,2.0519999999999999e+02,"2011-10-19","YUNI",0.0000000000000000e+00,"2011-10-19","YUNI"
344,"AVR ","AVR WOMAN",2.5000000000000000e+03,5.2000000000000000e+02,"2012-01-14","YUNI",0.0000000000000000e+00,"2012-01-14","YUNI"
345,"JST","JST WOMAN",2.5000000000000000e+03,4.6500000000000000e+02,"2012-01-14","YUNI",0.0000000000000000e+00,"2012-01-14","YUNI"
346,"BVL","BVL MAN",3.0000000000000000e+03,1.2769999999999999e+02,"2012-01-31","OLLA",0.0000000000000000e+00,"2012-01-31","OLLA"
347,"RON","RON MAN",2.5000000000000000e+03,2.3000000000000000e+02,"2012-03-16","OLLA",0.0000000000000000e+00,"2012-03-16","OLLA"
348,"SOC","SOC WOMAN",2.5000000000000000e+03,1.6500000000000000e+02,"2012-03-26","YUNI",0.0000000000000000e+00,"2012-03-26","YUNI"
349,"1KB","1KB UNISEX",4.0000000000000000e+03,7.2000000000000000e+01,"2012-03-26","YUNI",0.0000000000000000e+00,"2012-03-26","YUNI"
350,"MPT","MPT OTHER",4.0000000000000000e+03,9.2000000000000000e+01,"2012-04-03","OLLA",0.0000000000000000e+00,"2012-04-03","OLLA"
351,"JFM","JFM OTHER",4.0000000000000000e+03,1.0000000000000000e+02,"2012-04-03","OLLA",0.0000000000000000e+00,"2012-04-03","OLLA"
352,"HTR","HTR WOMAN",2.5000000000000000e+03,1.6600000000000000e+02,"2012-07-04","OLLA",0.0000000000000000e+00,"2012-07-04","OLLA"
353,"SKM","SKM MAN",2.5000000000000000e+03,2.0800000000000000e+02,"2012-07-04","OLLA",0.0000000000000000e+00,"2012-07-04","OLLA"
354,"BCN","BCN WOMAN",2.5000000000000000e+03,2.2900000000000000e+02,"2012-07-04","OLLA",0.0000000000000000e+00,"2012-07-04","OLLA"
355,"FLR","FLR WOMAN",2.5000000000000000e+03,2.2300000000000000e+02,"2012-07-04","OLLA",0.0000000000000000e+00,"2012-07-04","OLLA"
356,"VSB","VSB WOMAN",2.5000000000000000e+03,1.2900000000000000e+02,"2012-07-04","OLLA",0.0000000000000000e+00,"2012-07-04","OLLA"
357,"SPT","SPT MAN",2.5000000000000000e+03,1.1980000000000001e+02,"2012-07-04","OLLA",0.0000000000000000e+00,"2012-07-04","OLLA"
358,"ARG","ARG WOMAN",2.5000000000000000e+03,3.8939999999999998e+02,"2012-08-06","OLLA",0.0000000000000000e+00,"2012-08-06","OLLA"
359,"ABL","ABL UNISEX",2.0000000000000000e+03,2.3500000000000000e+02,"2012-08-10","YUNI",0.0000000000000000e+00,"2012-08-10","YUNI"
360,"NAF","NAF WOMAN",2.5000000000000000e+03,4.0880000000000001e+02,"2012-09-08","OLLA",0.0000000000000000e+00,"2012-09-08","OLLA"
361,"OCT","OCT WOMAN",2.5000000000000000e+03,5.0000000000000000e+02,"2012-10-13","OLLA",0.0000000000000000e+00,"2012-10-13","OLLA"
362,"CLEO","CLEO WOMAN",2.5000000000000000e+03,3.9300000000000000e+02,"2012-12-11","YUNI",0.0000000000000000e+00,"2012-12-11","YUNI"
363,"LCR","LCR MAN",2.0000000000000000e+03,3.6250000000000000e+02,"2012-12-11","YUNI",0.0000000000000000e+00,"2012-12-11","YUNI"
364,"AZH","AZH MAN",2.0000000000000000e+03,1.7700000000000000e+02,"2012-12-22","OLLA",0.0000000000000000e+00,"2012-12-22","OLLA"
365,"WDR","WDR WOMAN",2.5000000000000000e+03,2.5000000000000000e+02,"2012-12-22","OLLA",0.0000000000000000e+00,"2012-12-22","OLLA"
366,"PPR","PPR WOMAN",2.5000000000000000e+03,3.0000000000000000e+02,"2012-12-22","OLLA",0.0000000000000000e+00,"2012-12-22","OLLA"
367,"BP-4","BP-4 WOMAN",2.0000000000000000e+03,1.8900000000000000e+02,"2012-12-22","OLLA",0.0000000000000000e+00,"2012-12-22","OLLA"
368,"ISS","ISS MAN",2.5000000000000000e+03,1.6600000000000000e+02,"2012-12-22","OLLA",0.0000000000000000e+00,"2012-12-22","OLLA"
369,"MSB","MSB U",4.0000000000000000e+03,9.5000000000000000e+01,"2013-01-08","OLLA",0.0000000000000000e+00,"2013-01-08","OLLA"
370,"LGG","LGG WOMAN",2.5000000000000000e+03,1.5500000000000000e+02,"2013-02-06","YUNI",0.0000000000000000e+00,"2013-02-06","YUNI"
371,"LIS","LIS WOMAN",2.5000000000000000e+03,2.2600000000000000e+02,"2013-02-14","OLLA",0.0000000000000000e+00,"2013-02-14","OLLA"
372,"BTP","BTP WOMAN",2.5000000000000000e+03,2.2600000000000000e+02,"2013-04-05","OLLA",0.0000000000000000e+00,"2013-04-05","OLLA"
373,"ESE","ESE MAN",2.5000000000000000e+03,2.5000000000000000e+02,"2013-04-05","OLLA",0.0000000000000000e+00,"2013-04-05","OLLA"
374,"CEN","CEN UNISEX",4.0000000000000000e+03,1.8200000000000000e+02,"2013-04-19","OLLA",0.0000000000000000e+00,"2013-04-19","OLLA"
375,"HON","HON WOMAN",3.0000000000000000e+03,3.0000000000000000e+02,"2013-04-24","YUNI",0.0000000000000000e+00,"2013-04-24","YUNI"
376,"BON","BON MAN",2.5000000000000000e+03,1.6480000000000001e+02,"2013-07-01","OLLA",0.0000000000000000e+00,"2013-07-01","OLLA"
377,"KST","KST UNISEX",4.0000000000000000e+03,8.8000000000000000e+01,"2013-07-28","YUNI",0.0000000000000000e+00,"2013-07-28","YUNI"
378,"SGM","SGM WOMAN",2.5000000000000000e+03,2.4000000000000000e+02,"2013-08-06","OLLA",0.0000000000000000e+00,"2013-08-06","OLLA"
379,"DOV","DOV UNISEX",2.0000000000000000e+03,2.3500000000000000e+02,"2013-08-26","OLLA",0.0000000000000000e+00,"2013-08-26","OLLA"
380,"WAN","WAN MAN",2.0000000000000000e+03,1.7700000000000000e+02,"2013-12-11","YUNI",0.0000000000000000e+00,"2013-12-11","YUNI"
381,"HBR","HBR MAN",2.5000000000000000e+03,3.1400000000000000e+02,"2014-01-18","YUNI",0.0000000000000000e+00,"2014-01-18","YUNI"
382,"LIH","LIH WOMAN",2.5000000000000000e+03,4.7600000000000000e+02,"2014-01-18","YUNI",0.0000000000000000e+00,"2014-01-18","YUNI"
383,"FLM","FLM WOMAN",2.5000000000000000e+03,3.0059999999999997e+02,"2014-01-18","YUNI",0.0000000000000000e+00,"2014-01-18","YUNI"
384,"NRP","NRP WOMAN",2.5000000000000000e+03,2.0800000000000000e+02,"2014-03-10","YUNI",0.0000000000000000e+00,"2014-03-10","YUNI"
385,"ZOR","ZOR MAN",2.5000000000000000e+03,2.5000000000000000e+02,"2014-03-10","YUNI",0.0000000000000000e+00,"2014-03-10","YUNI"
386,"DRL","DRL WOMAN",2.5000000000000000e+03,4.6400000000000000e+02,"2014-03-30","OLLA",0.0000000000000000e+00,"2014-03-30","OLLA"
387,"PRS","PRS WOMAN",2.5000000000000000e+03,7.1700000000000000e+02,"2014-03-30","OLLA",0.0000000000000000e+00,"2014-03-30","OLLA"
388,"AMO","AMO WOMAN",2.5000000000000000e+03,3.3100000000000000e+02,"2014-04-10","YUNI",0.0000000000000000e+00,"2014-04-10","YUNI"
389,"DIR","DIR WOMAN",2.5000000000000000e+03,4.5000000000000000e+02,"2014-05-03","YUNI",0.0000000000000000e+00,"2014-05-03","YUNI"
390,"AIR","AIR WOMAN",2.5000000000000000e+03,4.1939999999999998e+02,"2014-05-27","OLLA",0.0000000000000000e+00,"2014-05-27","OLLA"
391,"KEY","KEY WOMAN",2.5000000000000000e+03,3.3879999999999995e+02,"2014-05-27","OLLA",0.0000000000000000e+00,"2014-05-27","OLLA"
392,"AWL","AWL WOMAN",2.5000000000000000e+03,4.6639999999999998e+02,"2014-08-23","OLLA",0.0000000000000000e+00,"2014-08-23","OLLA"
393,"HOM","HOM WOMAN",2.5000000000000000e+03,4.6000000000000000e+02,"2014-08-23","OLLA",0.0000000000000000e+00,"2014-08-23","OLLA"
394,"JOL","JOL WOMAN",2.5000000000000000e+03,4.6800000000000000e+02,"2014-09-10","OLLA",0.0000000000000000e+00,"2014-09-10","OLLA"
395,"AST","AST WOMAN",2.5000000000000000e+03,4.4900000000000000e+02,"2014-09-10","OLLA",0.0000000000000000e+00,"2014-09-10","OLLA"
396,"ONE","ONE WOMAN",2.5000000000000000e+03,4.5800000000000000e+02,"2015-01-15","OLLA",0.0000000000000000e+00,"2015-01-15","OLLA"
397,"VIC","VIC WOMAN",2.5000000000000000e+03,3.9400000000000000e+02,"2015-01-15","OLLA",0.0000000000000000e+00,"2015-01-15","OLLA"
398,"GES","GES WOMAN",2.5000000000000000e+03,5.0000000000000000e+02,"2015-03-19","YUNI",0.0000000000000000e+00,"2015-03-19","YUNI"
